,Unnamed: 0,Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary,left_company
8735,8735,10736,0.86,0.64,3,245,4,0,0,support,high,YES
8736,8736,10737,0.87,0.93,3,173,2,0,0,support,low,YES
8737,8737,10738,0.7,0.95,4,231,3,0,0,support,medium,YES
8738,8738,10739,0.68,0.84,3,270,3,0,0,support,high,YES
8739,8739,10740,0.69,0.75,5,196,3,0,0,support,medium,YES
8740,8740,10741,0.97,0.83,3,238,2,0,0,support,medium,YES
8741,8741,10742,0.62,0.89,4,261,2,0,0,technical,medium,YES
8742,8742,10743,0.55,0.87,3,201,2,0,0,technical,medium,YES
8743,8743,10744,0.61,0.73,3,252,3,0,0,technical,high,YES
8744,8744,10745,0.15,0.81,3,191,5,0,0,management,medium,YES
8745,8745,10746,0.84,0.86,3,199,3,0,0,IT,medium,YES
8746,8746,10747,0.87,0.64,5,234,2,1,0,IT,medium,YES
8747,8747,10748,0.93,0.86,4,192,4,0,0,IT,high,YES
8748,8748,10749,0.14,0.73,6,237,5,0,0,IT,medium,YES
8749,8749,10750,0.96,0.7,3,207,3,0,0,IT,high,YES
8750,8750,10751,0.41,0.63,2,145,2,0,0,product_mng,low,YES
8751,8751,10752,0.84,0.96,6,155,5,0,0,product_mng,medium,YES
8752,8752,10753,0.94,0.69,5,145,2,0,0,product_mng,medium,YES
8753,8753,10754,0.6,0.86,6,247,6,0,0,product_mng,medium,YES
8754,8754,10755,0.7,0.73,4,182,3,0,0,IT,medium,YES
8755,8755,10756,0.29,0.91,4,183,4,0,0,RandD,low,YES
8756,8756,10757,0.31,0.51,2,146,3,0,0,RandD,low,YES
8757,8757,10758,0.73,0.99,3,241,3,0,0,RandD,low,YES
8758,8758,10759,0.51,0.52,5,261,3,1,0,RandD,low,YES
8759,8759,10760,0.58,0.77,4,140,3,0,0,RandD,low,YES
8760,8760,10761,0.59,0.97,3,257,3,0,0,marketing,low,YES
8761,8761,10762,0.95,0.9,3,186,2,0,0,marketing,low,YES
8762,8762,10763,0.84,0.93,3,159,3,0,0,sales,low,YES
8763,8763,10764,0.28,0.37,3,164,4,1,0,accounting,low,YES
8764,8764,10765,0.94,0.52,4,217,6,1,0,support,low,YES
8765,8765,10766,0.49,0.59,4,137,4,0,0,technical,high,YES
8766,8766,10767,0.72,0.5,4,164,2,1,0,management,low,YES
8767,8767,10768,0.19,0.85,5,249,3,0,0,marketing,low,YES
8768,8768,10769,0.83,0.95,3,264,2,0,0,marketing,low,YES
8769,8769,10770,0.79,0.92,4,208,2,1,0,marketing,low,YES
8770,8770,10771,0.72,0.61,3,175,3,0,0,sales,high,YES
8771,8771,10772,0.97,0.74,4,209,2,0,0,sales,low,YES
8772,8772,10773,0.92,0.83,4,268,4,0,0,sales,low,YES
8773,8773,10774,0.95,0.53,3,264,3,0,0,sales,low,YES
8774,8774,10775,0.76,0.64,4,234,2,0,0,sales,high,YES
8775,8775,10776,0.24,0.62,5,199,4,0,0,sales,low,YES
8776,8776,10777,0.89,0.99,4,205,2,0,1,sales,medium,YES
8777,8777,10778,0.69,0.63,5,140,4,0,1,sales,high,YES
8778,8778,10779,0.92,0.98,3,257,3,0,1,sales,medium,YES
8779,8779,10780,0.79,0.61,4,227,2,0,1,sales,high,YES
8780,8780,10781,0.87,0.94,4,189,3,0,1,sales,medium,YES
8781,8781,10782,0.89,0.88,5,241,2,1,0,sales,medium,YES
8782,8782,10783,0.75,0.77,5,199,4,0,0,sales,medium,YES
8783,8783,10784,0.78,0.6,4,206,3,0,0,sales,medium,YES
8784,8784,10785,0.13,0.62,5,268,3,0,0,sales,medium,YES
8785,8785,10786,0.94,0.86,3,221,3,1,0,sales,medium,YES
8786,8786,10787,0.94,0.88,4,262,2,0,0,sales,medium,YES
8787,8787,10788,0.67,0.6,5,253,6,0,0,sales,medium,YES
8788,8788,10789,0.6,0.73,5,241,3,0,0,sales,high,YES
8789,8789,10790,0.62,0.94,4,252,4,0,0,accounting,low,YES
8790,8790,10791,0.38,0.52,2,171,3,0,0,accounting,medium,YES
8791,8791,10792,0.8,0.77,4,194,3,0,0,accounting,medium,YES
8792,8792,10793,0.61,0.42,3,104,2,0,0,hr,medium,YES
8793,8793,10794,0.61,0.56,4,176,3,0,0,hr,medium,YES
8794,8794,10795,0.66,0.8,4,192,3,0,0,hr,medium,YES
8795,8795,10796,0.56,0.74,3,154,2,0,0,hr,medium,YES
8796,8796,10797,1.0,0.55,4,186,4,1,0,technical,medium,YES
8797,8797,10798,0.73,0.86,3,200,4,0,0,technical,medium,YES
8798,8798,10799,0.6,0.66,4,132,4,0,0,technical,medium,YES
8799,8799,10800,0.78,0.59,5,236,3,0,0,technical,high,YES
8800,8800,10801,0.48,0.53,3,211,4,0,0,technical,low,YES
8801,8801,10802,0.9,0.77,4,273,2,0,0,technical,low,YES
8802,8802,10803,0.16,0.76,4,223,4,0,0,technical,low,YES
8803,8803,10804,0.5,0.75,3,204,2,0,0,technical,high,YES
8804,8804,10805,0.66,0.65,3,196,3,1,0,technical,low,YES
8805,8805,10806,0.44,0.37,2,219,2,0,0,technical,low,YES
8806,8806,10807,0.95,0.67,4,261,3,0,0,technical,low,YES
8807,8807,10808,0.9,0.65,3,254,2,0,0,support,high,YES
8808,8808,10809,0.27,0.48,4,185,2,0,0,support,low,YES
8809,8809,10810,0.51,0.74,6,98,3,0,0,support,low,YES
8810,8810,10811,0.68,0.76,3,260,4,0,0,support,low,YES
8811,8811,10812,0.97,0.93,5,137,2,1,0,support,low,YES
8812,8812,10813,0.91,0.75,4,159,3,1,0,support,low,YES
8813,8813,10814,0.76,0.88,5,265,4,0,0,support,low,YES
8814,8814,10815,0.88,0.61,4,177,4,1,0,support,low,YES
8815,8815,10816,0.83,0.73,4,247,2,0,0,support,medium,YES
8816,8816,10817,0.78,0.54,3,161,3,0,0,support,medium,YES
8817,8817,10818,0.52,0.38,2,103,3,0,0,support,medium,YES
8818,8818,10819,0.63,0.49,4,151,3,0,0,technical,medium,YES
8819,8819,10820,0.9,0.74,3,193,3,0,0,technical,medium,YES
8820,8820,10821,0.48,0.58,3,194,3,0,0,technical,medium,YES
8821,8821,10822,0.7,0.6,5,208,3,0,0,management,medium,YES
8822,8822,10823,0.68,0.66,4,229,3,0,0,IT,medium,YES
8823,8823,10824,0.7,0.87,3,166,2,0,0,IT,medium,YES
8824,8824,10825,0.77,0.5,3,141,3,0,0,IT,medium,YES
8825,8825,10826,0.73,0.93,3,249,2,0,0,IT,medium,YES
8826,8826,10827,0.87,0.48,4,264,3,0,0,IT,medium,YES
8827,8827,10828,0.65,0.98,3,252,2,0,0,product_mng,high,YES
8828,8828,10829,0.62,0.7,2,134,3,0,0,product_mng,low,YES
8829,8829,10830,0.53,0.51,3,274,2,1,0,product_mng,medium,YES
8830,8830,10831,0.59,0.39,5,200,4,0,0,product_mng,medium,YES
8831,8831,10832,0.87,0.72,2,154,3,0,0,IT,medium,YES
8832,8832,10833,0.47,0.53,3,111,4,0,0,RandD,medium,YES
8833,8833,10834,0.96,0.81,3,247,3,0,0,RandD,low,YES
8834,8834,10835,0.79,0.74,3,169,3,0,0,RandD,low,YES
8835,8835,10836,0.84,0.6,3,250,3,1,0,RandD,low,YES
8836,8836,10837,0.68,0.49,3,178,3,1,0,RandD,low,YES
8837,8837,10838,0.86,0.66,4,251,3,0,0,RandD,low,YES
8838,8838,10839,0.73,0.98,5,272,2,0,0,marketing,low,YES
8839,8839,10840,0.9,0.67,2,229,4,0,0,sales,low,YES
8840,8840,10841,0.63,0.64,3,180,3,0,0,accounting,low,YES
8841,8841,10842,0.71,0.72,3,271,2,0,0,support,low,YES
8842,8842,10843,0.71,0.68,5,226,3,0,0,technical,low,YES
8843,8843,10844,0.95,0.62,4,150,2,0,0,management,low,YES
8844,8844,10845,0.51,0.86,4,260,3,1,0,marketing,low,YES
8845,8845,10846,0.77,0.91,4,161,3,0,0,marketing,low,YES
8846,8846,10847,0.48,0.51,3,136,3,0,0,marketing,low,YES
8847,8847,10848,0.93,0.91,2,238,2,1,0,sales,low,YES
8848,8848,10849,0.83,0.86,4,98,4,0,0,sales,low,YES
8849,8849,10850,0.61,0.73,5,156,4,0,0,sales,low,YES
8850,8850,10851,0.97,0.89,4,248,2,0,0,sales,low,YES
8851,8851,10852,0.5,0.81,3,170,2,0,0,sales,low,YES
8852,8852,10853,0.84,0.54,3,245,3,0,0,sales,low,YES
8853,8853,10854,0.58,0.38,4,203,5,0,0,sales,low,YES
8854,8854,10855,0.59,0.72,3,182,3,0,0,sales,medium,YES
8855,8855,10856,0.77,0.83,3,175,3,0,1,sales,medium,YES
8856,8856,10857,0.78,0.4,4,145,5,1,1,sales,medium,YES
8857,8857,10858,0.6,0.96,4,220,3,1,1,sales,medium,YES
8858,8858,10859,0.53,0.77,4,259,2,1,1,sales,medium,YES
8859,8859,10860,0.73,0.69,3,228,2,0,1,sales,medium,YES
8860,8860,10861,0.76,0.94,3,189,3,0,0,sales,medium,YES
8861,8861,10862,0.12,0.61,6,257,3,0,0,sales,medium,YES
8862,8862,10863,0.2,0.98,3,180,6,0,0,sales,medium,YES
8863,8863,10864,0.5,0.77,4,180,3,0,0,sales,medium,YES
8864,8864,10865,0.79,0.65,5,215,2,1,0,sales,medium,YES
8865,8865,10866,0.96,0.68,3,132,2,0,0,sales,medium,YES
8866,8866,10867,0.26,0.69,5,213,2,0,0,accounting,high,YES
8867,8867,10868,0.8,0.72,4,173,3,0,0,accounting,low,YES
8868,8868,10869,0.43,0.71,3,186,2,0,0,accounting,medium,YES
8869,8869,10870,0.87,0.71,4,157,2,0,0,hr,medium,YES
8870,8870,10871,0.63,0.75,4,175,4,0,0,hr,medium,YES
8871,8871,10872,0.58,0.48,3,135,3,1,0,hr,medium,YES
8872,8872,10873,0.2,0.42,4,256,5,0,0,hr,low,YES
8873,8873,10874,0.62,0.71,4,268,3,0,0,technical,low,YES
8874,8874,10875,0.91,0.94,5,159,3,0,0,technical,low,YES
8875,8875,10876,0.66,0.91,3,191,4,0,0,technical,low,YES
8876,8876,10877,0.53,0.81,3,275,2,0,0,technical,low,YES
8877,8877,10878,0.52,0.98,5,217,2,1,0,technical,low,YES
8878,8878,10879,1.0,0.88,6,201,4,0,0,technical,low,YES
8879,8879,10880,0.73,0.67,4,205,3,0,0,technical,low,YES
8880,8880,10881,0.65,0.67,3,240,2,1,0,technical,low,YES
8881,8881,10882,0.5,0.95,5,137,3,0,0,technical,low,YES
8882,8882,10883,0.94,0.59,4,241,2,0,0,technical,low,YES
8883,8883,10884,0.48,0.86,5,198,4,0,0,technical,low,YES
8884,8884,10885,0.67,0.87,5,254,2,0,0,support,low,YES
8885,8885,10886,0.73,0.94,4,262,3,0,0,support,low,YES
8886,8886,10887,0.63,0.71,4,244,2,0,0,support,low,YES
8887,8887,10888,0.84,0.84,4,266,3,0,0,support,low,YES
8888,8888,10889,0.2,0.94,6,191,5,0,0,support,low,YES
8889,8889,10890,0.76,0.57,3,148,3,1,0,support,low,YES
8890,8890,10891,0.55,0.54,3,233,2,0,0,support,low,YES
8891,8891,10892,0.8,0.55,4,178,2,1,0,support,low,YES
8892,8892,10893,0.64,0.91,3,165,3,1,0,support,low,YES
8893,8893,10894,0.59,0.97,5,179,6,0,0,support,medium,YES
8894,8894,10895,0.92,0.98,3,149,3,0,0,support,medium,YES
8895,8895,10896,0.75,0.76,3,269,2,1,0,technical,medium,YES
8896,8896,10897,0.69,0.74,5,227,2,0,0,technical,medium,YES
8897,8897,10898,0.82,0.93,3,247,3,0,0,technical,medium,YES
8898,8898,10899,0.88,0.85,3,220,3,0,0,management,medium,YES
8899,8899,10900,0.89,0.91,3,233,2,0,0,IT,medium,YES
8900,8900,10901,1.0,0.79,5,171,5,0,0,IT,medium,YES
8901,8901,10902,0.66,0.91,4,234,2,1,0,IT,medium,YES
8902,8902,10903,0.76,0.92,3,176,2,0,0,IT,medium,YES
8903,8903,10904,0.8,0.62,5,190,4,1,0,IT,medium,YES
8904,8904,10905,0.58,0.86,4,168,2,0,0,product_mng,medium,YES
8905,8905,10906,0.73,0.93,3,205,3,0,0,product_mng,high,YES
8906,8906,10907,1.0,0.73,5,189,3,1,0,product_mng,low,YES
8907,8907,10908,0.18,0.9,4,282,4,0,0,product_mng,medium,YES
8908,8908,10909,0.47,0.46,2,152,2,0,0,IT,medium,YES
8909,8909,10910,0.92,0.64,4,217,4,0,0,RandD,medium,YES
8910,8910,10911,0.51,0.5,4,130,3,0,0,RandD,medium,YES
8911,8911,10912,0.81,0.62,4,153,4,0,0,RandD,low,YES
8912,8912,10913,0.52,0.57,3,270,3,0,0,RandD,low,YES
8913,8913,10914,0.95,0.96,3,220,3,0,0,RandD,low,YES
8914,8914,10915,0.93,0.64,4,253,3,0,0,RandD,low,YES
8915,8915,10916,0.98,0.67,4,209,6,0,0,marketing,low,YES
8916,8916,10917,0.79,0.79,4,231,2,0,0,sales,low,YES
8917,8917,10918,0.99,0.73,4,240,4,0,0,accounting,low,YES
8918,8918,10919,0.64,0.9,5,266,3,0,0,support,low,YES
8919,8919,10920,0.54,0.44,3,153,2,0,0,technical,low,YES
8920,8920,10921,0.79,0.59,4,187,2,0,0,management,low,YES
8921,8921,10922,0.55,0.98,4,185,2,1,0,marketing,low,YES
8922,8922,10923,0.18,0.81,4,147,4,0,0,marketing,low,YES
8923,8923,10924,0.56,0.81,4,188,3,1,0,marketing,low,YES
8924,8924,10925,0.92,0.67,2,252,2,0,0,sales,low,YES
8925,8925,10926,0.99,0.75,4,163,2,0,0,sales,low,YES
8926,8926,10927,0.77,0.85,4,189,2,0,0,sales,low,YES
8927,8927,10928,0.49,0.52,3,156,2,0,0,sales,low,YES
8928,8928,10929,0.98,0.58,3,183,3,0,0,sales,low,YES
8929,8929,10930,0.18,0.54,6,209,5,1,0,sales,low,YES
8930,8930,10931,0.8,0.82,4,271,4,0,0,sales,low,YES
8931,8931,10932,0.81,0.77,5,251,2,0,0,sales,low,YES
8932,8932,10933,0.13,0.61,5,198,5,0,0,sales,medium,YES
8933,8933,10934,0.58,0.97,3,274,4,1,1,sales,medium,YES
8934,8934,10935,0.75,0.63,4,209,3,0,1,sales,medium,YES
8935,8935,10936,0.8,0.94,4,271,4,0,1,sales,medium,YES
8936,8936,10937,0.78,0.6,4,143,2,0,1,sales,medium,YES
8937,8937,10938,0.92,0.6,5,236,3,1,1,sales,medium,YES
8938,8938,10939,0.85,0.98,5,222,3,0,1,sales,medium,YES
8939,8939,10940,0.52,0.63,3,233,3,0,1,sales,medium,YES
8940,8940,10941,0.95,0.84,3,270,3,1,1,sales,medium,YES
8941,8941,10942,0.81,0.92,5,258,3,0,1,sales,medium,YES
8942,8942,10943,0.16,0.82,6,202,4,1,1,sales,medium,YES
8943,8943,10944,0.91,0.74,3,150,2,0,0,accounting,medium,YES
8944,8944,10945,0.62,0.51,4,193,3,0,0,accounting,high,YES
8945,8945,10946,0.24,0.42,5,210,5,0,0,accounting,low,YES
8946,8946,10947,0.88,0.51,3,208,3,0,0,hr,medium,YES
8947,8947,10948,0.94,0.73,3,196,3,0,0,hr,medium,YES
8948,8948,10949,0.76,0.79,5,187,4,0,0,hr,medium,YES
8949,8949,10950,0.49,0.67,3,140,2,0,0,hr,medium,YES
8950,8950,10951,0.93,0.9,4,256,4,0,0,technical,low,YES
8951,8951,10952,0.92,0.66,4,113,3,0,0,technical,low,YES
8952,8952,10953,0.19,0.94,4,196,5,0,0,technical,low,YES
8953,8953,10954,0.66,0.76,3,170,3,0,0,technical,low,YES
8954,8954,10955,0.16,0.94,4,261,6,0,0,technical,low,YES
8955,8955,10956,0.83,0.99,5,132,3,0,0,technical,low,YES
8956,8956,10957,0.69,0.53,3,153,3,0,0,technical,low,YES
8957,8957,10958,0.82,0.53,3,147,3,1,0,technical,low,YES
8958,8958,10959,0.88,0.72,5,244,2,0,0,technical,low,YES
8959,8959,10960,0.31,0.42,4,108,4,0,0,technical,low,YES
8960,8960,10961,0.83,0.49,4,218,2,0,0,technical,low,YES
8961,8961,10962,0.94,0.52,5,133,3,0,0,support,low,YES
8962,8962,10963,0.65,0.79,5,233,3,0,0,support,low,YES
8963,8963,10964,0.6,0.6,4,147,3,0,0,support,low,YES
8964,8964,10965,0.52,0.43,3,176,3,0,0,support,low,YES
8965,8965,10966,0.66,0.89,4,169,4,0,0,support,low,YES
8966,8966,10967,0.87,0.87,4,144,3,0,0,support,low,YES
8967,8967,10968,0.2,0.99,5,151,3,1,0,support,low,YES
8968,8968,10969,0.63,0.91,4,252,3,1,0,support,medium,YES
8969,8969,10970,0.69,0.98,4,180,3,0,0,support,medium,YES
8970,8970,10971,0.48,0.61,3,251,3,0,0,support,medium,YES
8971,8971,10972,0.8,0.8,4,263,4,0,0,support,medium,YES
8972,8972,10973,0.89,0.74,5,260,6,0,0,technical,medium,YES
8973,8973,10974,0.67,0.63,3,227,3,0,0,technical,medium,YES
8974,8974,10975,0.37,0.86,6,260,3,0,0,technical,medium,YES
8975,8975,10976,0.93,0.61,5,158,3,0,0,management,medium,YES
8976,8976,10977,0.69,0.52,3,186,3,0,0,IT,medium,YES
8977,8977,10978,0.16,0.61,4,171,6,0,0,IT,medium,YES
8978,8978,10979,0.81,0.55,3,199,2,1,0,IT,medium,YES
8979,8979,10980,0.97,0.63,5,258,2,0,0,IT,medium,YES
8980,8980,10981,0.77,0.59,4,273,2,0,0,IT,high,YES
8981,8981,10982,0.75,0.78,2,259,3,0,0,product_mng,low,YES
8982,8982,10983,0.88,0.82,3,265,3,0,0,product_mng,medium,YES
8983,8983,10984,0.43,0.51,5,168,4,0,0,product_mng,medium,YES
8984,8984,10985,0.99,0.99,4,163,4,0,0,product_mng,medium,YES
8985,8985,10986,0.59,0.65,5,265,3,0,0,IT,medium,YES
8986,8986,10987,0.89,0.71,4,190,3,0,0,RandD,low,YES
8987,8987,10988,0.54,0.73,3,157,3,0,0,RandD,low,YES
8988,8988,10989,0.32,0.86,4,266,4,0,0,RandD,low,YES
8989,8989,10990,0.17,0.55,6,240,6,0,0,RandD,low,YES
8990,8990,10991,0.78,0.55,3,143,3,0,0,RandD,low,YES
8991,8991,10992,0.73,0.68,3,121,5,0,0,RandD,low,YES
8992,8992,10993,0.65,0.76,2,170,5,0,0,IT,low,YES
8993,8993,10994,0.8,0.71,4,161,4,0,0,IT,low,YES
8994,8994,10995,0.61,0.86,3,239,3,0,0,IT,low,YES
8995,8995,10996,0.67,0.49,3,224,3,0,0,IT,low,YES
8996,8996,10997,0.63,0.57,3,242,3,0,0,product_mng,low,YES
8997,8997,10998,0.51,0.58,4,140,2,1,0,product_mng,low,YES
8998,8998,10999,0.82,0.59,5,170,3,0,0,product_mng,low,YES
8999,8999,11000,0.79,0.67,5,156,2,0,0,product_mng,low,YES
9000,9000,11001,0.49,0.6,2,113,5,0,0,IT,low,YES
9001,9001,11002,0.7,0.59,3,138,3,0,0,RandD,low,YES
9002,9002,11003,0.13,0.5,3,137,5,0,0,RandD,low,YES
9003,9003,11004,0.83,0.52,5,217,3,0,0,RandD,low,YES
9004,9004,11005,0.83,0.91,3,155,3,0,0,RandD,low,YES
9005,9005,11006,0.19,0.83,5,280,4,0,0,RandD,low,YES
9006,9006,11007,0.8,0.81,5,248,2,1,0,RandD,low,YES
9007,9007,11008,0.49,0.67,2,190,8,0,0,marketing,medium,YES
9008,9008,11009,0.92,0.99,3,176,8,0,0,sales,medium,YES
9009,9009,11010,0.81,0.55,4,217,8,0,0,accounting,medium,YES
9010,9010,11011,0.62,0.91,3,269,8,0,0,support,medium,YES
9011,9011,11012,0.21,0.7,3,238,8,0,0,technical,medium,YES
9012,9012,11013,0.95,0.74,5,243,6,0,0,management,medium,YES
9013,9013,11014,0.51,0.8,4,198,6,0,0,marketing,medium,YES
9014,9014,11015,0.52,0.89,3,188,6,0,0,marketing,medium,YES
9015,9015,11016,0.64,0.56,3,257,6,0,0,marketing,medium,YES
9016,9016,11017,0.62,0.79,4,268,6,0,0,sales,medium,YES
9017,9017,11018,0.73,0.88,5,233,4,1,0,sales,medium,YES
9018,9018,11019,0.32,0.86,4,214,5,0,0,sales,medium,YES
9019,9019,11020,0.78,0.96,2,285,3,0,0,sales,high,YES
9020,9020,11021,0.65,0.91,4,224,2,1,0,sales,low,YES
9021,9021,11022,0.56,0.92,4,224,3,0,0,sales,medium,YES
9022,9022,11023,0.96,0.89,3,142,4,0,0,sales,medium,YES
9023,9023,11024,0.79,0.82,4,220,3,0,0,sales,medium,YES
9024,9024,11025,0.66,0.58,4,244,3,0,0,sales,medium,YES
9025,9025,11026,0.67,0.68,4,171,3,0,0,sales,low,YES
9026,9026,11027,0.86,0.82,4,274,2,1,0,sales,low,YES
9027,9027,11028,0.57,0.72,4,214,2,1,0,sales,low,YES
9028,9028,11029,0.86,0.87,5,171,2,0,0,sales,low,YES
9029,9029,11030,0.52,0.59,5,150,2,0,0,sales,low,YES
9030,9030,11031,0.73,0.61,4,260,2,1,0,sales,low,YES
9031,9031,11032,0.78,0.63,5,259,3,0,0,sales,low,YES
9032,9032,11033,0.95,0.63,3,153,2,0,0,sales,low,YES
9033,9033,11034,0.75,0.61,3,263,3,0,0,sales,low,YES
9034,9034,11035,0.83,0.52,2,149,2,1,0,sales,low,YES
9035,9035,11036,0.48,1.0,4,261,3,0,0,accounting,low,YES
9036,9036,11037,0.3,0.58,2,189,4,1,0,accounting,low,YES
9037,9037,11038,0.72,0.85,5,237,4,0,0,accounting,low,YES
9038,9038,11039,0.61,0.52,3,224,3,0,0,hr,low,YES
9039,9039,11040,0.31,0.87,6,240,3,1,0,hr,low,YES
9040,9040,11041,0.62,0.81,3,245,2,1,0,hr,low,YES
9041,9041,11042,0.48,0.49,3,268,3,0,0,hr,low,YES
9042,9042,11043,0.97,0.89,4,208,2,1,0,technical,low,YES
9043,9043,11044,0.61,0.83,4,153,2,0,0,technical,low,YES
9044,9044,11045,0.93,0.99,3,169,3,0,0,technical,low,YES
9045,9045,11046,0.89,0.39,5,218,2,0,0,technical,low,YES
9046,9046,11047,0.95,0.9,3,155,3,0,0,technical,medium,YES
9047,9047,11048,0.36,0.44,5,155,3,0,0,technical,medium,YES
9048,9048,11049,0.29,0.39,6,105,6,0,0,technical,medium,YES
9049,9049,11050,0.65,0.83,4,251,2,0,0,technical,medium,YES
9050,9050,11051,0.72,0.54,4,219,2,0,0,technical,medium,YES
9051,9051,11052,0.51,0.56,4,198,2,1,0,technical,medium,YES
9052,9052,11053,0.54,0.53,4,158,2,0,0,technical,medium,YES
9053,9053,11054,0.66,0.58,3,157,2,0,0,support,medium,YES
9054,9054,11055,0.59,0.54,4,178,2,0,0,support,medium,YES
9055,9055,11056,0.45,0.48,3,145,2,0,0,support,medium,YES
9056,9056,11057,0.15,0.91,5,230,3,0,0,support,medium,YES
9057,9057,11058,0.95,0.53,3,174,3,0,0,support,medium,YES
9058,9058,11059,0.49,0.59,5,140,3,0,0,support,high,YES
9059,9059,11060,0.68,0.97,3,174,2,0,0,support,low,YES
9060,9060,11061,0.7,0.76,4,173,2,0,0,support,medium,YES
9061,9061,11062,0.9,0.73,2,203,4,0,0,support,medium,YES
9062,9062,11063,0.94,0.95,5,170,3,0,0,support,medium,YES
9063,9063,11064,0.8,0.86,3,203,3,0,0,support,medium,YES
9064,9064,11065,0.59,0.53,5,169,3,0,0,technical,low,YES
9065,9065,11066,0.43,0.96,3,109,6,0,0,technical,low,YES
9066,9066,11067,0.7,0.54,5,263,3,0,0,technical,low,YES
9067,9067,11068,0.51,0.62,4,185,3,0,0,management,low,YES
9068,9068,11069,0.12,0.49,4,191,5,0,0,IT,low,YES
9069,9069,11070,0.14,0.56,5,259,4,1,0,IT,low,YES
9070,9070,11071,0.86,0.91,4,253,3,0,0,IT,low,YES
9071,9071,11072,0.97,0.5,3,216,3,0,0,IT,low,YES
9072,9072,11073,1.0,0.86,2,264,3,0,0,IT,medium,YES
9073,9073,11074,0.49,0.63,3,181,3,1,0,product_mng,medium,YES
9074,9074,11075,0.9,0.93,3,209,3,0,0,product_mng,medium,YES
9075,9075,11076,0.82,0.89,4,239,2,0,0,product_mng,medium,YES
9076,9076,11077,0.59,0.48,3,197,3,0,0,product_mng,medium,YES
9077,9077,11078,0.97,0.57,4,150,2,0,0,IT,medium,YES
9078,9078,11079,0.69,0.88,3,164,10,0,0,management,medium,YES
9079,9079,11080,0.73,0.84,3,216,8,0,0,management,medium,YES
9080,9080,11081,0.48,0.74,2,271,8,1,0,management,medium,YES
9081,9081,11082,0.94,0.49,4,176,8,0,0,management,medium,YES
9082,9082,11083,0.74,0.73,3,156,8,0,0,management,medium,YES
9083,9083,11084,0.65,0.63,4,143,8,0,0,management,medium,YES
9084,9084,11085,0.93,0.94,4,233,6,0,0,IT,medium,YES
9085,9085,11086,0.57,0.67,3,138,6,1,0,IT,medium,YES
9086,9086,11087,0.9,0.49,3,259,6,0,0,IT,medium,YES
9087,9087,11088,0.55,0.86,4,169,6,0,0,IT,medium,YES
9088,9088,11089,0.59,0.73,3,172,6,0,0,product_mng,medium,YES
9089,9089,11090,0.72,0.98,4,156,3,0,0,product_mng,medium,YES
9090,9090,11091,0.87,0.52,4,140,3,0,0,product_mng,medium,YES
9091,9091,11092,0.86,0.82,4,212,2,0,0,product_mng,medium,YES
9092,9092,11093,0.61,0.5,4,269,3,0,0,IT,medium,YES
9093,9093,11094,0.45,0.63,5,111,5,0,0,management,medium,YES
9094,9094,11095,0.51,0.63,4,198,2,0,0,management,medium,YES
9095,9095,11096,0.87,0.92,4,263,3,0,0,management,medium,YES
9096,9096,11097,0.29,0.38,5,191,5,0,0,management,medium,YES
9097,9097,11098,0.57,0.64,3,188,3,0,0,management,medium,YES
9098,9098,11099,0.69,0.83,4,252,3,0,0,management,medium,YES
9099,9099,11100,0.61,0.9,2,142,3,0,0,marketing,high,YES
9100,9100,11101,0.96,0.85,4,247,3,0,0,sales,high,YES
9101,9101,11102,0.16,0.61,6,269,2,0,0,accounting,high,YES
9102,9102,11103,0.96,0.82,4,244,3,0,0,support,high,YES
9103,9103,11104,0.77,0.81,4,164,3,0,0,technical,high,YES
9104,9104,11105,0.85,0.87,6,232,5,0,0,management,high,YES
9105,9105,11106,0.37,0.49,3,177,3,0,0,marketing,high,YES
9106,9106,11107,0.68,0.65,3,173,3,1,0,marketing,high,YES
9107,9107,11108,0.87,0.6,5,165,2,1,0,marketing,high,YES
9108,9108,11109,0.95,0.8,3,225,2,0,0,sales,high,YES
9109,9109,11110,0.84,0.63,3,121,3,1,0,sales,low,YES
9110,9110,11111,0.44,0.51,2,219,4,0,0,sales,low,YES
9111,9111,11112,0.94,0.73,4,204,2,0,0,sales,low,YES
9112,9112,11113,0.85,0.94,5,235,4,0,0,sales,low,YES
9113,9113,11114,0.75,0.51,2,215,2,1,0,sales,low,YES
9114,9114,11115,0.76,0.67,5,243,3,0,0,sales,low,YES
9115,9115,11116,0.13,0.97,4,162,6,0,0,sales,low,YES
9116,9116,11117,0.6,0.79,4,262,3,0,0,sales,low,YES
9117,9117,11118,0.45,0.55,4,206,2,0,0,sales,low,YES
9118,9118,11119,0.49,1.0,2,125,4,1,0,sales,low,YES
9119,9119,11120,0.19,0.36,3,167,5,0,0,sales,low,YES
9120,9120,11121,0.68,0.89,5,218,5,0,0,sales,low,YES
9121,9121,11122,0.53,0.91,5,181,3,0,0,sales,low,YES
9122,9122,11123,1.0,0.77,5,269,3,0,0,sales,low,YES
9123,9123,11124,0.99,0.86,3,167,2,0,0,sales,low,YES
9124,9124,11125,0.29,0.75,6,271,10,0,0,sales,medium,YES
9125,9125,11126,0.54,0.83,4,201,8,1,0,sales,medium,YES
